sk_tempo,nm_grupo,dt_evento,nr_ano,nr_mes,nm_mes,nr_dia,nr_dia_semana,nm_dia_semana_extenso,nr_semestre,ds_semestre,ds_semestre_ano,nr_trimestre,ds_trimestre,nm_estacao_ano,ds_dia_util_feriado,ds_fim_semana,ds_data_extenso,dt_carga
20230813,INSIGHTHUNTERS,2023-08-13 00:00:00,2023,8,Agosto,13,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 13 de Agosto de 2023",2025-05-24 23:26:21
20230814,INSIGHTHUNTERS,2023-08-14 00:00:00,2023,8,Agosto,14,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 14 de Agosto de 2023",2025-05-24 23:26:21
20230815,INSIGHTHUNTERS,2023-08-15 00:00:00,2023,8,Agosto,15,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 15 de Agosto de 2023",2025-05-24 23:26:21
20230816,INSIGHTHUNTERS,2023-08-16 00:00:00,2023,8,Agosto,16,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 16 de Agosto de 2023",2025-05-24 23:26:21
20230817,INSIGHTHUNTERS,2023-08-17 00:00:00,2023,8,Agosto,17,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 17 de Agosto de 2023",2025-05-24 23:26:21
20230818,INSIGHTHUNTERS,2023-08-18 00:00:00,2023,8,Agosto,18,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 18 de Agosto de 2023",2025-05-24 23:26:21
20230819,INSIGHTHUNTERS,2023-08-19 00:00:00,2023,8,Agosto,19,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 19 de Agosto de 2023",2025-05-24 23:26:21
20230820,INSIGHTHUNTERS,2023-08-20 00:00:00,2023,8,Agosto,20,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 20 de Agosto de 2023",2025-05-24 23:26:21
20230821,INSIGHTHUNTERS,2023-08-21 00:00:00,2023,8,Agosto,21,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 21 de Agosto de 2023",2025-05-24 23:26:21
20230822,INSIGHTHUNTERS,2023-08-22 00:00:00,2023,8,Agosto,22,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 22 de Agosto de 2023",2025-05-24 23:26:21
20230823,INSIGHTHUNTERS,2023-08-23 00:00:00,2023,8,Agosto,23,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 23 de Agosto de 2023",2025-05-24 23:26:21
20230824,INSIGHTHUNTERS,2023-08-24 00:00:00,2023,8,Agosto,24,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 24 de Agosto de 2023",2025-05-24 23:26:21
20230825,INSIGHTHUNTERS,2023-08-25 00:00:00,2023,8,Agosto,25,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 25 de Agosto de 2023",2025-05-24 23:26:21
20230826,INSIGHTHUNTERS,2023-08-26 00:00:00,2023,8,Agosto,26,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 26 de Agosto de 2023",2025-05-24 23:26:21
20230827,INSIGHTHUNTERS,2023-08-27 00:00:00,2023,8,Agosto,27,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 27 de Agosto de 2023",2025-05-24 23:26:21
20230828,INSIGHTHUNTERS,2023-08-28 00:00:00,2023,8,Agosto,28,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 28 de Agosto de 2023",2025-05-24 23:26:21
20230829,INSIGHTHUNTERS,2023-08-29 00:00:00,2023,8,Agosto,29,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 29 de Agosto de 2023",2025-05-24 23:26:21
20230830,INSIGHTHUNTERS,2023-08-30 00:00:00,2023,8,Agosto,30,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 30 de Agosto de 2023",2025-05-24 23:26:21
20230831,INSIGHTHUNTERS,2023-08-31 00:00:00,2023,8,Agosto,31,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 31 de Agosto de 2023",2025-05-24 23:26:21
20230901,INSIGHTHUNTERS,2023-09-01 00:00:00,2023,9,Setembro,1,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 1 de Setembro de 2023",2025-05-24 23:26:21
20230902,INSIGHTHUNTERS,2023-09-02 00:00:00,2023,9,Setembro,2,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 2 de Setembro de 2023",2025-05-24 23:26:21
20230903,INSIGHTHUNTERS,2023-09-03 00:00:00,2023,9,Setembro,3,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 3 de Setembro de 2023",2025-05-24 23:26:21
20230904,INSIGHTHUNTERS,2023-09-04 00:00:00,2023,9,Setembro,4,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 4 de Setembro de 2023",2025-05-24 23:26:21
20230905,INSIGHTHUNTERS,2023-09-05 00:00:00,2023,9,Setembro,5,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 5 de Setembro de 2023",2025-05-24 23:26:21
20230906,INSIGHTHUNTERS,2023-09-06 00:00:00,2023,9,Setembro,6,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 6 de Setembro de 2023",2025-05-24 23:26:21
20230907,INSIGHTHUNTERS,2023-09-07 00:00:00,2023,9,Setembro,7,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 7 de Setembro de 2023",2025-05-24 23:26:21
20230908,INSIGHTHUNTERS,2023-09-08 00:00:00,2023,9,Setembro,8,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 8 de Setembro de 2023",2025-05-24 23:26:21
20230909,INSIGHTHUNTERS,2023-09-09 00:00:00,2023,9,Setembro,9,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 9 de Setembro de 2023",2025-05-24 23:26:21
20230910,INSIGHTHUNTERS,2023-09-10 00:00:00,2023,9,Setembro,10,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 10 de Setembro de 2023",2025-05-24 23:26:21
20230911,INSIGHTHUNTERS,2023-09-11 00:00:00,2023,9,Setembro,11,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 11 de Setembro de 2023",2025-05-24 23:26:21
20230912,INSIGHTHUNTERS,2023-09-12 00:00:00,2023,9,Setembro,12,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 12 de Setembro de 2023",2025-05-24 23:26:21
20230913,INSIGHTHUNTERS,2023-09-13 00:00:00,2023,9,Setembro,13,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 13 de Setembro de 2023",2025-05-24 23:26:21
20230914,INSIGHTHUNTERS,2023-09-14 00:00:00,2023,9,Setembro,14,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 14 de Setembro de 2023",2025-05-24 23:26:21
20230915,INSIGHTHUNTERS,2023-09-15 00:00:00,2023,9,Setembro,15,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 15 de Setembro de 2023",2025-05-24 23:26:21
20230916,INSIGHTHUNTERS,2023-09-16 00:00:00,2023,9,Setembro,16,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 16 de Setembro de 2023",2025-05-24 23:26:21
20230917,INSIGHTHUNTERS,2023-09-17 00:00:00,2023,9,Setembro,17,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 17 de Setembro de 2023",2025-05-24 23:26:21
20230918,INSIGHTHUNTERS,2023-09-18 00:00:00,2023,9,Setembro,18,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 18 de Setembro de 2023",2025-05-24 23:26:21
20230919,INSIGHTHUNTERS,2023-09-19 00:00:00,2023,9,Setembro,19,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 19 de Setembro de 2023",2025-05-24 23:26:21
20230920,INSIGHTHUNTERS,2023-09-20 00:00:00,2023,9,Setembro,20,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 20 de Setembro de 2023",2025-05-24 23:26:21
20230921,INSIGHTHUNTERS,2023-09-21 00:00:00,2023,9,Setembro,21,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 21 de Setembro de 2023",2025-05-24 23:26:21
20230922,INSIGHTHUNTERS,2023-09-22 00:00:00,2023,9,Setembro,22,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 22 de Setembro de 2023",2025-05-24 23:26:21
20230923,INSIGHTHUNTERS,2023-09-23 00:00:00,2023,9,Setembro,23,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 23 de Setembro de 2023",2025-05-24 23:26:21
20230924,INSIGHTHUNTERS,2023-09-24 00:00:00,2023,9,Setembro,24,1,Domingo,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 24 de Setembro de 2023",2025-05-24 23:26:21
20230925,INSIGHTHUNTERS,2023-09-25 00:00:00,2023,9,Setembro,25,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 25 de Setembro de 2023",2025-05-24 23:26:21
20230926,INSIGHTHUNTERS,2023-09-26 00:00:00,2023,9,Setembro,26,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 26 de Setembro de 2023",2025-05-24 23:26:21
20230927,INSIGHTHUNTERS,2023-09-27 00:00:00,2023,9,Setembro,27,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 27 de Setembro de 2023",2025-05-24 23:26:21
20230928,INSIGHTHUNTERS,2023-09-28 00:00:00,2023,9,Setembro,28,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 28 de Setembro de 2023",2025-05-24 23:26:21
20230929,INSIGHTHUNTERS,2023-09-29 00:00:00,2023,9,Setembro,29,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 29 de Setembro de 2023",2025-05-24 23:26:21
20230930,INSIGHTHUNTERS,2023-09-30 00:00:00,2023,9,Setembro,30,7,Sábado,2,2º Semestre,2º Semestre/2023,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 30 de Setembro de 2023",2025-05-24 23:26:21
20231001,INSIGHTHUNTERS,2023-10-01 00:00:00,2023,10,Outubro,1,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 1 de Outubro de 2023",2025-05-24 23:26:21
20231002,INSIGHTHUNTERS,2023-10-02 00:00:00,2023,10,Outubro,2,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 2 de Outubro de 2023",2025-05-24 23:26:21
20231003,INSIGHTHUNTERS,2023-10-03 00:00:00,2023,10,Outubro,3,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 3 de Outubro de 2023",2025-05-24 23:26:21
20231004,INSIGHTHUNTERS,2023-10-04 00:00:00,2023,10,Outubro,4,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 4 de Outubro de 2023",2025-05-24 23:26:21
20231005,INSIGHTHUNTERS,2023-10-05 00:00:00,2023,10,Outubro,5,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 5 de Outubro de 2023",2025-05-24 23:26:21
20231006,INSIGHTHUNTERS,2023-10-06 00:00:00,2023,10,Outubro,6,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 6 de Outubro de 2023",2025-05-24 23:26:21
20231007,INSIGHTHUNTERS,2023-10-07 00:00:00,2023,10,Outubro,7,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 7 de Outubro de 2023",2025-05-24 23:26:21
20231008,INSIGHTHUNTERS,2023-10-08 00:00:00,2023,10,Outubro,8,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 8 de Outubro de 2023",2025-05-24 23:26:21
20231009,INSIGHTHUNTERS,2023-10-09 00:00:00,2023,10,Outubro,9,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 9 de Outubro de 2023",2025-05-24 23:26:21
20231010,INSIGHTHUNTERS,2023-10-10 00:00:00,2023,10,Outubro,10,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 10 de Outubro de 2023",2025-05-24 23:26:21
20231011,INSIGHTHUNTERS,2023-10-11 00:00:00,2023,10,Outubro,11,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 11 de Outubro de 2023",2025-05-24 23:26:21
20231012,INSIGHTHUNTERS,2023-10-12 00:00:00,2023,10,Outubro,12,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 12 de Outubro de 2023",2025-05-24 23:26:21
20231013,INSIGHTHUNTERS,2023-10-13 00:00:00,2023,10,Outubro,13,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 13 de Outubro de 2023",2025-05-24 23:26:21
20231014,INSIGHTHUNTERS,2023-10-14 00:00:00,2023,10,Outubro,14,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 14 de Outubro de 2023",2025-05-24 23:26:21
20231015,INSIGHTHUNTERS,2023-10-15 00:00:00,2023,10,Outubro,15,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 15 de Outubro de 2023",2025-05-24 23:26:21
20231016,INSIGHTHUNTERS,2023-10-16 00:00:00,2023,10,Outubro,16,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 16 de Outubro de 2023",2025-05-24 23:26:21
20231017,INSIGHTHUNTERS,2023-10-17 00:00:00,2023,10,Outubro,17,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 17 de Outubro de 2023",2025-05-24 23:26:21
20231018,INSIGHTHUNTERS,2023-10-18 00:00:00,2023,10,Outubro,18,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 18 de Outubro de 2023",2025-05-24 23:26:21
20231019,INSIGHTHUNTERS,2023-10-19 00:00:00,2023,10,Outubro,19,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 19 de Outubro de 2023",2025-05-24 23:26:21
20231020,INSIGHTHUNTERS,2023-10-20 00:00:00,2023,10,Outubro,20,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 20 de Outubro de 2023",2025-05-24 23:26:21
20231021,INSIGHTHUNTERS,2023-10-21 00:00:00,2023,10,Outubro,21,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 21 de Outubro de 2023",2025-05-24 23:26:21
20231022,INSIGHTHUNTERS,2023-10-22 00:00:00,2023,10,Outubro,22,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 22 de Outubro de 2023",2025-05-24 23:26:21
20231023,INSIGHTHUNTERS,2023-10-23 00:00:00,2023,10,Outubro,23,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 23 de Outubro de 2023",2025-05-24 23:26:21
20231024,INSIGHTHUNTERS,2023-10-24 00:00:00,2023,10,Outubro,24,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 24 de Outubro de 2023",2025-05-24 23:26:21
20231025,INSIGHTHUNTERS,2023-10-25 00:00:00,2023,10,Outubro,25,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 25 de Outubro de 2023",2025-05-24 23:26:21
20231026,INSIGHTHUNTERS,2023-10-26 00:00:00,2023,10,Outubro,26,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 26 de Outubro de 2023",2025-05-24 23:26:21
20231027,INSIGHTHUNTERS,2023-10-27 00:00:00,2023,10,Outubro,27,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 27 de Outubro de 2023",2025-05-24 23:26:21
20231028,INSIGHTHUNTERS,2023-10-28 00:00:00,2023,10,Outubro,28,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 28 de Outubro de 2023",2025-05-24 23:26:21
20231029,INSIGHTHUNTERS,2023-10-29 00:00:00,2023,10,Outubro,29,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 29 de Outubro de 2023",2025-05-24 23:26:21
20231030,INSIGHTHUNTERS,2023-10-30 00:00:00,2023,10,Outubro,30,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 30 de Outubro de 2023",2025-05-24 23:26:21
20231031,INSIGHTHUNTERS,2023-10-31 00:00:00,2023,10,Outubro,31,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 31 de Outubro de 2023",2025-05-24 23:26:21
20231101,INSIGHTHUNTERS,2023-11-01 00:00:00,2023,11,Novembro,1,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 1 de Novembro de 2023",2025-05-24 23:26:21
20231102,INSIGHTHUNTERS,2023-11-02 00:00:00,2023,11,Novembro,2,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 2 de Novembro de 2023",2025-05-24 23:26:21
20231103,INSIGHTHUNTERS,2023-11-03 00:00:00,2023,11,Novembro,3,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 3 de Novembro de 2023",2025-05-24 23:26:21
20231104,INSIGHTHUNTERS,2023-11-04 00:00:00,2023,11,Novembro,4,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 4 de Novembro de 2023",2025-05-24 23:26:21
20231105,INSIGHTHUNTERS,2023-11-05 00:00:00,2023,11,Novembro,5,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 5 de Novembro de 2023",2025-05-24 23:26:21
20231106,INSIGHTHUNTERS,2023-11-06 00:00:00,2023,11,Novembro,6,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 6 de Novembro de 2023",2025-05-24 23:26:21
20231107,INSIGHTHUNTERS,2023-11-07 00:00:00,2023,11,Novembro,7,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 7 de Novembro de 2023",2025-05-24 23:26:21
20231108,INSIGHTHUNTERS,2023-11-08 00:00:00,2023,11,Novembro,8,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 8 de Novembro de 2023",2025-05-24 23:26:21
20231109,INSIGHTHUNTERS,2023-11-09 00:00:00,2023,11,Novembro,9,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 9 de Novembro de 2023",2025-05-24 23:26:21
20231110,INSIGHTHUNTERS,2023-11-10 00:00:00,2023,11,Novembro,10,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 10 de Novembro de 2023",2025-05-24 23:26:21
20231111,INSIGHTHUNTERS,2023-11-11 00:00:00,2023,11,Novembro,11,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 11 de Novembro de 2023",2025-05-24 23:26:21
20231112,INSIGHTHUNTERS,2023-11-12 00:00:00,2023,11,Novembro,12,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 12 de Novembro de 2023",2025-05-24 23:26:21
20231113,INSIGHTHUNTERS,2023-11-13 00:00:00,2023,11,Novembro,13,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 13 de Novembro de 2023",2025-05-24 23:26:21
20231114,INSIGHTHUNTERS,2023-11-14 00:00:00,2023,11,Novembro,14,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 14 de Novembro de 2023",2025-05-24 23:26:21
20231115,INSIGHTHUNTERS,2023-11-15 00:00:00,2023,11,Novembro,15,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 15 de Novembro de 2023",2025-05-24 23:26:21
20231116,INSIGHTHUNTERS,2023-11-16 00:00:00,2023,11,Novembro,16,5,Quinta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 16 de Novembro de 2023",2025-05-24 23:26:21
20231117,INSIGHTHUNTERS,2023-11-17 00:00:00,2023,11,Novembro,17,6,Sexta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 17 de Novembro de 2023",2025-05-24 23:26:21
20231118,INSIGHTHUNTERS,2023-11-18 00:00:00,2023,11,Novembro,18,7,Sábado,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 18 de Novembro de 2023",2025-05-24 23:26:21
20231119,INSIGHTHUNTERS,2023-11-19 00:00:00,2023,11,Novembro,19,1,Domingo,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 19 de Novembro de 2023",2025-05-24 23:26:21
20231120,INSIGHTHUNTERS,2023-11-20 00:00:00,2023,11,Novembro,20,2,Segunda-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 20 de Novembro de 2023",2025-05-24 23:26:21
20231121,INSIGHTHUNTERS,2023-11-21 00:00:00,2023,11,Novembro,21,3,Terça-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 21 de Novembro de 2023",2025-05-24 23:26:21
20231122,INSIGHTHUNTERS,2023-11-22 00:00:00,2023,11,Novembro,22,4,Quarta-Feira,2,2º Semestre,2º Semestre/2023,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 22 de Novembro de 2023",2025-05-24 23:26:21
