sk_tempo,nm_grupo,dt_evento,nr_ano,nr_mes,nm_mes,nr_dia,nr_dia_semana,nm_dia_semana_extenso,nr_semestre,ds_semestre,ds_semestre_ano,nr_trimestre,ds_trimestre,nm_estacao_ano,ds_dia_util_feriado,ds_fim_semana,ds_data_extenso,dt_carga
20240630,INSIGHTHUNTERS,2024-06-30 00:00:00,2024,6,Junho,30,1,Domingo,1,1º Semestre,1º Semestre/2024,2,2º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 30 de Junho de 2024",2025-05-24 23:26:21
20240701,INSIGHTHUNTERS,2024-07-01 00:00:00,2024,7,Julho,1,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 1 de Julho de 2024",2025-05-24 23:26:21
20240702,INSIGHTHUNTERS,2024-07-02 00:00:00,2024,7,Julho,2,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 2 de Julho de 2024",2025-05-24 23:26:21
20240703,INSIGHTHUNTERS,2024-07-03 00:00:00,2024,7,Julho,3,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 3 de Julho de 2024",2025-05-24 23:26:21
20240704,INSIGHTHUNTERS,2024-07-04 00:00:00,2024,7,Julho,4,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 4 de Julho de 2024",2025-05-24 23:26:21
20240705,INSIGHTHUNTERS,2024-07-05 00:00:00,2024,7,Julho,5,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 5 de Julho de 2024",2025-05-24 23:26:21
20240706,INSIGHTHUNTERS,2024-07-06 00:00:00,2024,7,Julho,6,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 6 de Julho de 2024",2025-05-24 23:26:21
20240707,INSIGHTHUNTERS,2024-07-07 00:00:00,2024,7,Julho,7,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 7 de Julho de 2024",2025-05-24 23:26:21
20240708,INSIGHTHUNTERS,2024-07-08 00:00:00,2024,7,Julho,8,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 8 de Julho de 2024",2025-05-24 23:26:21
20240709,INSIGHTHUNTERS,2024-07-09 00:00:00,2024,7,Julho,9,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 9 de Julho de 2024",2025-05-24 23:26:21
20240710,INSIGHTHUNTERS,2024-07-10 00:00:00,2024,7,Julho,10,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 10 de Julho de 2024",2025-05-24 23:26:21
20240711,INSIGHTHUNTERS,2024-07-11 00:00:00,2024,7,Julho,11,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 11 de Julho de 2024",2025-05-24 23:26:21
20240712,INSIGHTHUNTERS,2024-07-12 00:00:00,2024,7,Julho,12,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 12 de Julho de 2024",2025-05-24 23:26:21
20240713,INSIGHTHUNTERS,2024-07-13 00:00:00,2024,7,Julho,13,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 13 de Julho de 2024",2025-05-24 23:26:21
20240714,INSIGHTHUNTERS,2024-07-14 00:00:00,2024,7,Julho,14,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 14 de Julho de 2024",2025-05-24 23:26:21
20240715,INSIGHTHUNTERS,2024-07-15 00:00:00,2024,7,Julho,15,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 15 de Julho de 2024",2025-05-24 23:26:21
20240716,INSIGHTHUNTERS,2024-07-16 00:00:00,2024,7,Julho,16,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 16 de Julho de 2024",2025-05-24 23:26:21
20240717,INSIGHTHUNTERS,2024-07-17 00:00:00,2024,7,Julho,17,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 17 de Julho de 2024",2025-05-24 23:26:21
20240718,INSIGHTHUNTERS,2024-07-18 00:00:00,2024,7,Julho,18,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 18 de Julho de 2024",2025-05-24 23:26:21
20240719,INSIGHTHUNTERS,2024-07-19 00:00:00,2024,7,Julho,19,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 19 de Julho de 2024",2025-05-24 23:26:21
20240720,INSIGHTHUNTERS,2024-07-20 00:00:00,2024,7,Julho,20,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 20 de Julho de 2024",2025-05-24 23:26:21
20240721,INSIGHTHUNTERS,2024-07-21 00:00:00,2024,7,Julho,21,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 21 de Julho de 2024",2025-05-24 23:26:21
20240722,INSIGHTHUNTERS,2024-07-22 00:00:00,2024,7,Julho,22,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 22 de Julho de 2024",2025-05-24 23:26:21
20240723,INSIGHTHUNTERS,2024-07-23 00:00:00,2024,7,Julho,23,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 23 de Julho de 2024",2025-05-24 23:26:21
20240724,INSIGHTHUNTERS,2024-07-24 00:00:00,2024,7,Julho,24,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 24 de Julho de 2024",2025-05-24 23:26:21
20240725,INSIGHTHUNTERS,2024-07-25 00:00:00,2024,7,Julho,25,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 25 de Julho de 2024",2025-05-24 23:26:21
20240726,INSIGHTHUNTERS,2024-07-26 00:00:00,2024,7,Julho,26,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 26 de Julho de 2024",2025-05-24 23:26:21
20240727,INSIGHTHUNTERS,2024-07-27 00:00:00,2024,7,Julho,27,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 27 de Julho de 2024",2025-05-24 23:26:21
20240728,INSIGHTHUNTERS,2024-07-28 00:00:00,2024,7,Julho,28,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 28 de Julho de 2024",2025-05-24 23:26:21
20240729,INSIGHTHUNTERS,2024-07-29 00:00:00,2024,7,Julho,29,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 29 de Julho de 2024",2025-05-24 23:26:21
20240730,INSIGHTHUNTERS,2024-07-30 00:00:00,2024,7,Julho,30,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 30 de Julho de 2024",2025-05-24 23:26:21
20240731,INSIGHTHUNTERS,2024-07-31 00:00:00,2024,7,Julho,31,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 31 de Julho de 2024",2025-05-24 23:26:21
20240801,INSIGHTHUNTERS,2024-08-01 00:00:00,2024,8,Agosto,1,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 1 de Agosto de 2024",2025-05-24 23:26:21
20240802,INSIGHTHUNTERS,2024-08-02 00:00:00,2024,8,Agosto,2,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 2 de Agosto de 2024",2025-05-24 23:26:21
20240803,INSIGHTHUNTERS,2024-08-03 00:00:00,2024,8,Agosto,3,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 3 de Agosto de 2024",2025-05-24 23:26:21
20240804,INSIGHTHUNTERS,2024-08-04 00:00:00,2024,8,Agosto,4,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 4 de Agosto de 2024",2025-05-24 23:26:21
20240805,INSIGHTHUNTERS,2024-08-05 00:00:00,2024,8,Agosto,5,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 5 de Agosto de 2024",2025-05-24 23:26:21
20240806,INSIGHTHUNTERS,2024-08-06 00:00:00,2024,8,Agosto,6,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 6 de Agosto de 2024",2025-05-24 23:26:21
20240807,INSIGHTHUNTERS,2024-08-07 00:00:00,2024,8,Agosto,7,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 7 de Agosto de 2024",2025-05-24 23:26:21
20240808,INSIGHTHUNTERS,2024-08-08 00:00:00,2024,8,Agosto,8,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 8 de Agosto de 2024",2025-05-24 23:26:21
20240809,INSIGHTHUNTERS,2024-08-09 00:00:00,2024,8,Agosto,9,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 9 de Agosto de 2024",2025-05-24 23:26:21
20240810,INSIGHTHUNTERS,2024-08-10 00:00:00,2024,8,Agosto,10,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 10 de Agosto de 2024",2025-05-24 23:26:21
20240811,INSIGHTHUNTERS,2024-08-11 00:00:00,2024,8,Agosto,11,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 11 de Agosto de 2024",2025-05-24 23:26:21
20240812,INSIGHTHUNTERS,2024-08-12 00:00:00,2024,8,Agosto,12,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 12 de Agosto de 2024",2025-05-24 23:26:21
20240813,INSIGHTHUNTERS,2024-08-13 00:00:00,2024,8,Agosto,13,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 13 de Agosto de 2024",2025-05-24 23:26:21
20240814,INSIGHTHUNTERS,2024-08-14 00:00:00,2024,8,Agosto,14,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 14 de Agosto de 2024",2025-05-24 23:26:21
20240815,INSIGHTHUNTERS,2024-08-15 00:00:00,2024,8,Agosto,15,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 15 de Agosto de 2024",2025-05-24 23:26:21
20240816,INSIGHTHUNTERS,2024-08-16 00:00:00,2024,8,Agosto,16,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 16 de Agosto de 2024",2025-05-24 23:26:21
20240817,INSIGHTHUNTERS,2024-08-17 00:00:00,2024,8,Agosto,17,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 17 de Agosto de 2024",2025-05-24 23:26:21
20240818,INSIGHTHUNTERS,2024-08-18 00:00:00,2024,8,Agosto,18,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 18 de Agosto de 2024",2025-05-24 23:26:21
20240819,INSIGHTHUNTERS,2024-08-19 00:00:00,2024,8,Agosto,19,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 19 de Agosto de 2024",2025-05-24 23:26:21
20240820,INSIGHTHUNTERS,2024-08-20 00:00:00,2024,8,Agosto,20,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 20 de Agosto de 2024",2025-05-24 23:26:21
20240821,INSIGHTHUNTERS,2024-08-21 00:00:00,2024,8,Agosto,21,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 21 de Agosto de 2024",2025-05-24 23:26:21
20240822,INSIGHTHUNTERS,2024-08-22 00:00:00,2024,8,Agosto,22,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 22 de Agosto de 2024",2025-05-24 23:26:21
20240823,INSIGHTHUNTERS,2024-08-23 00:00:00,2024,8,Agosto,23,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 23 de Agosto de 2024",2025-05-24 23:26:21
20240824,INSIGHTHUNTERS,2024-08-24 00:00:00,2024,8,Agosto,24,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 24 de Agosto de 2024",2025-05-24 23:26:21
20240825,INSIGHTHUNTERS,2024-08-25 00:00:00,2024,8,Agosto,25,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Domingo , 25 de Agosto de 2024",2025-05-24 23:26:21
20240826,INSIGHTHUNTERS,2024-08-26 00:00:00,2024,8,Agosto,26,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Segunda-Feira , 26 de Agosto de 2024",2025-05-24 23:26:21
20240827,INSIGHTHUNTERS,2024-08-27 00:00:00,2024,8,Agosto,27,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Terça-Feira , 27 de Agosto de 2024",2025-05-24 23:26:21
20240828,INSIGHTHUNTERS,2024-08-28 00:00:00,2024,8,Agosto,28,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quarta-Feira , 28 de Agosto de 2024",2025-05-24 23:26:21
20240829,INSIGHTHUNTERS,2024-08-29 00:00:00,2024,8,Agosto,29,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Quinta-Feira , 29 de Agosto de 2024",2025-05-24 23:26:21
20240830,INSIGHTHUNTERS,2024-08-30 00:00:00,2024,8,Agosto,30,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,DIA ÚTIL,NÃO,"Sexta-Feira , 30 de Agosto de 2024",2025-05-24 23:26:21
20240831,INSIGHTHUNTERS,2024-08-31 00:00:00,2024,8,Agosto,31,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Inverno,FIM DE SEMANA,SIM,"Sábado , 31 de Agosto de 2024",2025-05-24 23:26:21
20240901,INSIGHTHUNTERS,2024-09-01 00:00:00,2024,9,Setembro,1,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 1 de Setembro de 2024",2025-05-24 23:26:21
20240902,INSIGHTHUNTERS,2024-09-02 00:00:00,2024,9,Setembro,2,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 2 de Setembro de 2024",2025-05-24 23:26:21
20240903,INSIGHTHUNTERS,2024-09-03 00:00:00,2024,9,Setembro,3,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 3 de Setembro de 2024",2025-05-24 23:26:21
20240904,INSIGHTHUNTERS,2024-09-04 00:00:00,2024,9,Setembro,4,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 4 de Setembro de 2024",2025-05-24 23:26:21
20240905,INSIGHTHUNTERS,2024-09-05 00:00:00,2024,9,Setembro,5,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 5 de Setembro de 2024",2025-05-24 23:26:21
20240906,INSIGHTHUNTERS,2024-09-06 00:00:00,2024,9,Setembro,6,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 6 de Setembro de 2024",2025-05-24 23:26:21
20240907,INSIGHTHUNTERS,2024-09-07 00:00:00,2024,9,Setembro,7,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FERIADO,SIM,"Sábado , 7 de Setembro de 2024",2025-05-24 23:26:21
20240908,INSIGHTHUNTERS,2024-09-08 00:00:00,2024,9,Setembro,8,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 8 de Setembro de 2024",2025-05-24 23:26:21
20240909,INSIGHTHUNTERS,2024-09-09 00:00:00,2024,9,Setembro,9,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 9 de Setembro de 2024",2025-05-24 23:26:21
20240910,INSIGHTHUNTERS,2024-09-10 00:00:00,2024,9,Setembro,10,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 10 de Setembro de 2024",2025-05-24 23:26:21
20240911,INSIGHTHUNTERS,2024-09-11 00:00:00,2024,9,Setembro,11,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 11 de Setembro de 2024",2025-05-24 23:26:21
20240912,INSIGHTHUNTERS,2024-09-12 00:00:00,2024,9,Setembro,12,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 12 de Setembro de 2024",2025-05-24 23:26:21
20240913,INSIGHTHUNTERS,2024-09-13 00:00:00,2024,9,Setembro,13,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 13 de Setembro de 2024",2025-05-24 23:26:21
20240914,INSIGHTHUNTERS,2024-09-14 00:00:00,2024,9,Setembro,14,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 14 de Setembro de 2024",2025-05-24 23:26:21
20240915,INSIGHTHUNTERS,2024-09-15 00:00:00,2024,9,Setembro,15,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 15 de Setembro de 2024",2025-05-24 23:26:21
20240916,INSIGHTHUNTERS,2024-09-16 00:00:00,2024,9,Setembro,16,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 16 de Setembro de 2024",2025-05-24 23:26:21
20240917,INSIGHTHUNTERS,2024-09-17 00:00:00,2024,9,Setembro,17,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 17 de Setembro de 2024",2025-05-24 23:26:21
20240918,INSIGHTHUNTERS,2024-09-18 00:00:00,2024,9,Setembro,18,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 18 de Setembro de 2024",2025-05-24 23:26:21
20240919,INSIGHTHUNTERS,2024-09-19 00:00:00,2024,9,Setembro,19,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 19 de Setembro de 2024",2025-05-24 23:26:21
20240920,INSIGHTHUNTERS,2024-09-20 00:00:00,2024,9,Setembro,20,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 20 de Setembro de 2024",2025-05-24 23:26:21
20240921,INSIGHTHUNTERS,2024-09-21 00:00:00,2024,9,Setembro,21,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 21 de Setembro de 2024",2025-05-24 23:26:21
20240922,INSIGHTHUNTERS,2024-09-22 00:00:00,2024,9,Setembro,22,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 22 de Setembro de 2024",2025-05-24 23:26:21
20240923,INSIGHTHUNTERS,2024-09-23 00:00:00,2024,9,Setembro,23,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 23 de Setembro de 2024",2025-05-24 23:26:21
20240924,INSIGHTHUNTERS,2024-09-24 00:00:00,2024,9,Setembro,24,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 24 de Setembro de 2024",2025-05-24 23:26:21
20240925,INSIGHTHUNTERS,2024-09-25 00:00:00,2024,9,Setembro,25,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 25 de Setembro de 2024",2025-05-24 23:26:21
20240926,INSIGHTHUNTERS,2024-09-26 00:00:00,2024,9,Setembro,26,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 26 de Setembro de 2024",2025-05-24 23:26:21
20240927,INSIGHTHUNTERS,2024-09-27 00:00:00,2024,9,Setembro,27,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 27 de Setembro de 2024",2025-05-24 23:26:21
20240928,INSIGHTHUNTERS,2024-09-28 00:00:00,2024,9,Setembro,28,7,Sábado,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 28 de Setembro de 2024",2025-05-24 23:26:21
20240929,INSIGHTHUNTERS,2024-09-29 00:00:00,2024,9,Setembro,29,1,Domingo,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 29 de Setembro de 2024",2025-05-24 23:26:21
20240930,INSIGHTHUNTERS,2024-09-30 00:00:00,2024,9,Setembro,30,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,3,3º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 30 de Setembro de 2024",2025-05-24 23:26:21
20241001,INSIGHTHUNTERS,2024-10-01 00:00:00,2024,10,Outubro,1,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 1 de Outubro de 2024",2025-05-24 23:26:21
20241002,INSIGHTHUNTERS,2024-10-02 00:00:00,2024,10,Outubro,2,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 2 de Outubro de 2024",2025-05-24 23:26:21
20241003,INSIGHTHUNTERS,2024-10-03 00:00:00,2024,10,Outubro,3,5,Quinta-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quinta-Feira , 3 de Outubro de 2024",2025-05-24 23:26:21
20241004,INSIGHTHUNTERS,2024-10-04 00:00:00,2024,10,Outubro,4,6,Sexta-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Sexta-Feira , 4 de Outubro de 2024",2025-05-24 23:26:21
20241005,INSIGHTHUNTERS,2024-10-05 00:00:00,2024,10,Outubro,5,7,Sábado,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Sábado , 5 de Outubro de 2024",2025-05-24 23:26:21
20241006,INSIGHTHUNTERS,2024-10-06 00:00:00,2024,10,Outubro,6,1,Domingo,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,FIM DE SEMANA,SIM,"Domingo , 6 de Outubro de 2024",2025-05-24 23:26:21
20241007,INSIGHTHUNTERS,2024-10-07 00:00:00,2024,10,Outubro,7,2,Segunda-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Segunda-Feira , 7 de Outubro de 2024",2025-05-24 23:26:21
20241008,INSIGHTHUNTERS,2024-10-08 00:00:00,2024,10,Outubro,8,3,Terça-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Terça-Feira , 8 de Outubro de 2024",2025-05-24 23:26:21
20241009,INSIGHTHUNTERS,2024-10-09 00:00:00,2024,10,Outubro,9,4,Quarta-Feira,2,2º Semestre,2º Semestre/2024,4,4º Trimestre,Primavera,DIA ÚTIL,NÃO,"Quarta-Feira , 9 de Outubro de 2024",2025-05-24 23:26:21
